Gene,Pathogenic,Likely pathogenic,VUS,Likely benign,Benign,GTR_tests,Disease,B_cell,HAP1,Known_complex,ComplexName,GFP_tagged,GFP_score,meltPoint,Stable,Secreted
DENND1C,0,0,1,0,0,1,NA,non-essential,non-essential,No,NA,Yes,4.02,49.32203208,no,No
DENND2D,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,3.57,47.96761291,no,No
DEPDC6,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,2.65,48.42305107,no,No
DGCR6L,0,0,1,0,1,1,NA,non-essential,non-essential,No,NA,Yes,2.9,49.2232067,no,No
DGKA,0,0,0,0,2,1,NA,non-essential,non-essential,No,NA,Yes,4.4,48.35723683,no,No
DHRS1,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,2.81,49.59932004,no,No
DNAJB4,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,4.1,49.20206979,no,No
DNAJB5,0,0,3,0,0,1,NA,non-essential,non-essential,No,NA,Yes,3.32,48.40481475,no,No
DNAL4,1,0,0,0,1,6,Mirror movements 3,non-essential,non-essential,No,NA,Yes,2.75,47.51832975,no,No
DNTT,0,0,0,2,5,1,NA,non-essential,non-essential,No,NA,Yes,3.2,41.9913997,no,No
DOCK8,6,7,335,147,139,84,"Hyperimmunoglobulin E recurrent infection syndrome, autosomal recessive",non-essential,non-essential,No,NA,Yes,4.18,48.74907323,no,No
DOK2,0,0,0,0,1,2,NA,non-essential,non-essential,No,NA,Yes,5.15,46.89368628,no,No
DPF2,5,0,1,0,0,6,COFFIN-SIRIS SYNDROME 7,non-essential,non-essential,No,NA,Yes,3.2,46.43375954,no,No
DPYD,1,28,155,16,13,106,Dihydropyrimidine dehydrogenase deficiency,non-essential,non-essential,No,NA,Yes,1.8,49.86580428,no,No
DTWD1,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,2.35,47.78293642,no,No
DTX2,0,0,0,2,2,1,NA,non-essential,non-essential,No,NA,Yes,3.69,42.94458239,no,No
DUS1L,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,2.99,46.94044447,no,No
DUS2L,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,4.87,50.13701231,no,No
DUS3L,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,4.96,47.74854809,no,No
DUSP10,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,3.6,42.22342766,no,No
DUSP11,0,0,0,0,3,1,NA,non-essential,non-essential,No,NA,Yes,2.61,46.52417721,no,No
DUSP22,0,0,0,0,1,4,NA,non-essential,non-essential,No,NA,Yes,1.92,47.36876417,no,No
DUSP6,1,0,1,4,4,18,Hypogonadotropic hypogonadism 7 with or without anosmia,non-essential,non-essential,No,NA,Yes,3.77,46.88015282,no,No
DVL2,0,0,0,1,4,2,NA,non-essential,non-essential,No,NA,Yes,3.83,46.6299106,no,No
DVL3,3,2,3,13,12,19,"Robinow syndrome, autosomal dominant 3",non-essential,non-essential,No,NA,Yes,3.4,47.01199354,no,No
E2F8,0,0,0,2,8,1,NA,non-essential,non-essential,No,NA,Yes,3.1,41.46717214,no,No
EEF2K,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,6.11,47.18908816,no,No
EIF2AK4,20,7,3,20,55,41,"Pulmonary venoocclusive disease 2, autosomal recessive",non-essential,non-essential,No,NA,Yes,3.71,48.97560886,no,No
EIF4ENIF1,0,0,0,1,2,4,NA,non-essential,non-essential,No,NA,Yes,3.69,48.9467385,no,No
EIF5A2,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,4.38,48.6322772,no,No
ELAVL1,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,5.51,48.57817538,no,No
ELF1,0,0,0,0,2,1,NA,non-essential,non-essential,No,NA,Yes,3.46,44.53811492,no,No
ELF4,0,0,0,1,4,4,NA,non-essential,non-essential,No,NA,Yes,3.84,44.22146664,no,No
ENC1,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,3.6,49.09550762,no,No
EPB41L1,1,1,7,29,11,21,"Mental retardation, autosomal dominant 11",non-essential,non-essential,No,NA,Yes,4.83,49.36765933,no,No
ERCC5,8,3,99,33,24,81,Cerebrooculofacioskeletal syndrome 3,non-essential,non-essential,No,NA,Yes,3.22,50.30868453,no,No
ERF,9,2,6,18,10,39,Chitayat syndrome,non-essential,non-essential,No,NA,Yes,3.23,49.89718484,no,No
EVL,0,0,0,0,2,1,NA,non-essential,non-essential,No,NA,Yes,3.53,49.55369658,no,No
FADD,1,1,9,7,2,34,NA,non-essential,non-essential,No,NA,Yes,2.48,48.90565948,no,No
FAM48A,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,3.25,44.7953976,no,No
FAM50B,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,3.19,45.8136085,no,No
FAM54A,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,2.81,49.42727205,no,No
FAM63A,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,2.85,48.38357234,no,No
FAM83A,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,2.75,44.80182108,no,No
FARP2,0,0,0,15,11,1,NA,non-essential,non-essential,No,NA,Yes,3.45,48.36745363,no,No
FBXO28,0,0,1,0,0,3,NA,non-essential,non-essential,No,NA,Yes,2.85,46.95077691,no,No
FBXO7,4,0,48,18,7,40,Parkinson disease,non-essential,non-essential,No,NA,Yes,3.13,46.65546521,no,No
FBXW4,0,0,25,11,10,13,NA,non-essential,non-essential,No,NA,Yes,4.94,48.71320423,no,No
FBXW5,0,0,0,0,3,1,NA,non-essential,non-essential,No,NA,Yes,4.32,48.48495298,no,No
FCHSD2,0,0,0,0,3,1,NA,non-essential,non-essential,No,NA,Yes,3.05,47.01885012,no,No
FES,0,0,0,0,3,1,NA,non-essential,non-essential,No,NA,Yes,5.74,47.54603662,no,No
FGD5,0,0,0,2,9,1,NA,non-essential,non-essential,No,NA,Yes,4.4,48.05823677,no,No
FGD6,0,0,0,0,4,1,NA,non-essential,non-essential,No,NA,Yes,2.31,48.33370025,no,No
FLCN,50,16,404,203,29,163,"Renal cell carcinoma, nonpapillary",non-essential,non-essential,No,NA,Yes,3.87,48.78400207,no,No
FLI1,3,3,0,19,4,38,"Bleeding disorder, platelet-type, 21",non-essential,non-essential,No,NA,Yes,3.52,47.34304566,no,No
FLJ10357,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,3.32,48.63601821,no,No
FMNL2,0,0,0,5,1,1,NA,non-essential,non-essential,No,NA,Yes,3.06,49.31862232,no,No
FMO5,0,0,0,1,3,2,NA,non-essential,non-essential,No,NA,Yes,3.47,43.13789208,no,No
FNDC3B,0,0,0,0,3,1,NA,non-essential,non-essential,No,NA,Yes,2.59,44.79837199,no,No
FOS,0,0,0,8,4,5,NA,non-essential,non-essential,No,NA,Yes,3.07,49.23298271,no,No
FRMD6,0,0,0,1,2,1,NA,non-essential,non-essential,No,NA,Yes,3.2,48.53567058,no,No
FUBP3,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,3.17,48.46189854,no,No
FUSIP1,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,5.59,49.10178313,no,No
FYCO1,4,3,129,33,62,39,Cataract 18,non-essential,non-essential,No,NA,Yes,3.33,48.06017744,no,No
FYTTD1,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,3.87,47.92195662,no,No
GAK,0,0,0,3,9,2,NA,non-essential,non-essential,No,NA,Yes,4.3,46.64666142,no,No
GALNT12,0,0,199,117,8,25,Colorectal cancer 1,non-essential,non-essential,No,NA,Yes,3.3,47.99212013,no,No
GATAD2A,0,0,0,0,1,2,NA,non-essential,non-essential,No,NA,Yes,3.81,47.21089323,no,No
GBP5,0,0,1,0,2,1,NA,non-essential,non-essential,No,NA,Yes,3.41,48.20112972,no,No
GCC1,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,3.16,47.928604,no,No
GGA2,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,4.59,47.56451421,no,No
GIMAP5,0,0,0,0,1,3,NA,non-essential,non-essential,No,NA,Yes,4.94,48.72763477,no,No
GLYCTK,0,1,5,9,7,31,NA,non-essential,non-essential,No,NA,Yes,3.32,45.32231503,no,No
GNA12,0,0,0,0,1,1,NA,non-essential,non-essential,No,NA,Yes,2,48.5565963,no,No
GOLGA2,0,0,1,1,2,5,NA,non-essential,non-essential,No,NA,Yes,3.74,49.02055054,no,No
GOLPH3L,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,5.32,47.80544199,no,No
GORASP1,0,0,0,1,4,1,NA,non-essential,non-essential,No,NA,Yes,3.34,47.55723189,no,No
GORASP2,0,0,0,0,2,1,NA,non-essential,non-essential,No,NA,Yes,6.61,49.25651094,no,No
GPSM1,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,2.78,45.80942194,no,No
GRAP2,0,0,0,1,5,1,NA,non-essential,non-essential,No,NA,Yes,4.8,45.83656499,no,No
GRB7,0,0,1,0,6,1,NA,non-essential,non-essential,No,NA,Yes,4.68,44.04380538,no,No
GRK6,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,3.54,47.65567283,no,No
GRLF1,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,2.24,47.33998767,no,No
GSTA4,0,0,0,0,1,1,NA,non-essential,non-essential,No,NA,Yes,4.03,49.44230972,no,No
GSTM4,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,3.17,46.77115601,no,No
GYG2,0,0,5,22,21,13,NA,non-essential,non-essential,No,NA,Yes,2.9,48.22296779,no,No
HCK,0,1,0,0,0,1,NA,non-essential,non-essential,No,NA,Yes,6.59,49.40418592,no,No
HKDC1,0,5,1,2,3,1,NA,non-essential,non-essential,No,NA,Yes,3.88,40.8194967,no,No
HMOX2,0,0,0,0,1,1,NA,non-essential,non-essential,No,NA,Yes,5.84,49.55194653,no,No
HNRPLL,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,3.71,46.92062144,no,No
HOMER2,1,0,4,4,8,18,"Deafness, autosomal dominant 68",non-essential,non-essential,No,NA,Yes,4.2,49.39038864,no,No
HOXB9,0,0,0,1,2,1,NA,non-essential,non-essential,No,NA,Yes,2.75,46.58253615,no,No
HS1BP3,0,0,1,0,0,1,NA,non-essential,non-essential,No,NA,Yes,4.67,49.24046002,no,No
HSD3B7,3,0,45,1,11,35,Congenital bile acid synthesis defect 1,non-essential,non-essential,No,NA,Yes,2.35,43.74316923,no,No
HSF1,0,0,0,1,2,2,NA,non-essential,non-essential,No,NA,Yes,3.66,46.56888076,no,No
ICA1,0,0,0,0,2,1,NA,non-essential,non-essential,No,NA,Yes,3.5,49.71045019,no,No
ID1,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,3.11,49.39594192,no,No
ID3,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,2.73,44.11386645,no,No
IFIT1,0,0,0,0,1,2,NA,non-essential,non-essential,No,NA,Yes,2.94,44.29392349,no,No
IFIT2,0,0,0,0,2,2,NA,non-essential,non-essential,No,NA,Yes,3.65,43.88237714,no,No
IFIT3,0,0,0,0,2,2,NA,non-essential,non-essential,No,NA,Yes,4.51,44.82947785,no,No
IFIT5,0,0,0,0,2,1,NA,non-essential,non-essential,No,NA,Yes,4.91,48.47532553,no,No
IFT20,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,3.28,49.57372916,no,No
ILKAP,0,0,0,0,1,1,NA,non-essential,non-essential,No,NA,Yes,5.92,48.0138205,no,No
IQSEC1,2,0,0,3,12,3,INTELLECTUAL DEVELOPMENTAL DISORDER WITH SHORT STATURE AND BEHAVIORAL ABNORMALITIES,non-essential,non-essential,No,NA,Yes,4.54,49.71134777,no,No
IRF2,0,0,0,0,2,7,NA,non-essential,non-essential,No,NA,Yes,3.89,49.15320082,no,No
ISG20,0,0,0,2,5,1,NA,non-essential,non-essential,No,NA,Yes,3.31,49.62074191,no,No
ITPKB,0,0,0,0,4,3,NA,non-essential,non-essential,No,NA,Yes,3.54,47.28861101,no,No
JTV1,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,5.31,48.96591951,no,No
KIAA0406,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,4.16,48.68949015,no,No
KIAA0409,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,4.22,47.00686418,no,No
KIAA0415,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,3.92,48.29851264,no,No
KIAA0859,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,4.37,47.98282991,no,No
KIAA0907,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,3.2,49.89977466,no,No
KIAA0999,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,3.61,50.23697386,no,No
KIAA1217,0,0,0,4,5,1,NA,non-essential,non-essential,No,NA,Yes,4.12,46.99195607,no,No
KIAA1305,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,2.15,47.43382929,no,No
KIAA1618,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,3.55,48.72700955,no,No
KIAA1967,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,4.45,47.51013885,no,No
KIF1C,5,2,57,65,24,43,"Ataxia, spastic, 2, autosomal recessive",non-essential,non-essential,No,NA,Yes,3.91,47.44381987,no,No
KLC2,0,0,2,5,6,6,"Spastic paraplegia, optic atrophy, and neuropathy",non-essential,non-essential,No,NA,Yes,4.73,49.62189303,no,No
KLHDC2,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,2.44,48.21456616,no,No
KLHL14,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,2.3,47.47994432,no,No
KLHL3,28,3,78,26,19,40,Pseudohypoaldosteronism type 2D,non-essential,non-essential,No,NA,Yes,3.8,49.52276081,no,No
LARP6,0,0,0,0,1,1,NA,non-essential,non-essential,No,NA,Yes,4.62,47.90220195,no,No
LCMT2,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,3.85,48.3126655,no,No
LDLRAP1,6,1,86,34,11,72,Familial hypercholesterolemia 4,non-essential,non-essential,No,NA,Yes,5.04,47.52325696,no,No
LIMK2,0,0,0,0,1,1,NA,non-essential,non-essential,No,NA,Yes,4.84,46.91887936,no,No
LMCD1,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,5.68,50.65531082,no,No
LRRC14,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,4.19,48.53551695,no,No
LRRC28,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,1.92,48.16199104,no,No
LRRC40,0,0,0,1,0,1,NA,non-essential,non-essential,No,NA,Yes,3.99,48.30612023,no,No
LRRC42,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,3.34,47.65043447,no,No
LZTR1,14,24,87,71,56,101,Noonan syndrome 10,non-essential,non-essential,No,NA,Yes,3.62,46.77936722,no,No
MAD1L1,2,0,0,2,4,4,Malignant tumor of prostate,non-essential,non-essential,No,NA,Yes,2.83,47.61183869,no,No
MAF1,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,3.66,46.39057053,no,No
MAGEA9,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,4.95,45.62855975,no,No
MAGED4,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,3.48,44.13014802,no,No
MAP2K3,0,0,1,14,20,3,NA,non-essential,non-essential,No,NA,Yes,5.64,49.26763185,no,No
MAP3K6,0,0,0,4,8,1,NA,non-essential,non-essential,No,NA,Yes,3.09,45.6424332,no,No
MAPRE2,4,1,0,8,4,15,"Skin creases, congenital symmetric circumferential, 2",non-essential,non-essential,No,NA,Yes,5.94,46.4353831,no,No
MATK,0,0,0,2,2,1,NA,non-essential,non-essential,No,NA,Yes,1.67,47.15380879,no,No
MBD4,0,0,1,1,1,4,NA,non-essential,non-essential,No,NA,Yes,3.29,45.80917813,no,No
MGC33894,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,1.68,47.16490763,no,No
MKRN2,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,4.57,47.77231014,no,No
MLF1IP,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,2.07,45.73060146,no,No
MLKL,0,0,0,0,4,1,NA,non-essential,non-essential,No,NA,Yes,3.21,49.07279507,no,No
MLLT11,0,0,0,0,2,3,NA,non-essential,non-essential,No,NA,Yes,4.5,47.71373354,no,No
MLX,0,0,0,4,1,3,NA,non-essential,non-essential,No,NA,Yes,2.19,45.16546885,no,No
MOBKL2A,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,4.6,50.2562924,no,No
MOBKL2C,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,4.53,47.09272052,no,No
MOCS3,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,4.86,48.24118851,no,No
MORC2,4,8,122,55,15,21,NA,non-essential,non-essential,No,NA,Yes,3.97,45.88752429,no,No
MPP1,0,0,0,3,3,1,NA,non-essential,non-essential,No,NA,Yes,4.99,48.36400948,no,No
MRPS22,4,2,22,9,12,68,NA,non-essential,non-essential,No,NA,Yes,3.33,49.37654495,no,No
MTA1,0,0,1,0,2,1,NA,non-essential,non-essential,No,NA,Yes,3.07,48.07331587,no,No
MTF2,0,0,0,0,1,1,NA,non-essential,non-essential,No,NA,Yes,3.08,47.59349174,no,No
MTO1,3,12,41,39,14,79,Combined oxidative phosphorylation deficiency 10,non-essential,non-essential,No,NA,Yes,4.47,47.84626619,no,No
MX2,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,3.1,45.92834759,no,No
MYD88,2,0,15,5,7,67,Waldenstrom macroglobulinemia,non-essential,non-essential,No,NA,Yes,3.84,47.75671601,no,No
MYEF2,0,0,1,0,0,2,NA,non-essential,non-essential,No,NA,Yes,3.78,44.57802113,no,No
MYO1F,0,0,5,24,16,4,NA,non-essential,non-essential,No,NA,Yes,3.35,48.58916595,no,No
MYST2,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,3.29,47.98368828,no,No
NAT9,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,2.76,46.6255099,no,No
NAV1,0,0,0,0,12,2,NA,non-essential,non-essential,No,NA,Yes,3.24,47.04005445,no,No
NAV2,0,0,1,0,4,3,NA,non-essential,non-essential,No,NA,Yes,4.67,44.72315643,no,No
NBR1,0,0,0,2,4,1,NA,non-essential,non-essential,No,NA,Yes,2.78,49.45914119,no,No
NCDN,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,3.74,49.67911744,no,No
NCF2,10,4,79,23,11,50,"Chronic granulomatous disease, autosomal recessive cytochrome b-positive, type 2",non-essential,non-essential,No,NA,Yes,4.19,43.39346421,no,No
NCK2,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,5.66,47.91714129,no,No
NCKIPSD,0,0,0,0,1,2,NA,non-essential,non-essential,No,NA,Yes,3.85,48.15270568,no,No
NCOA4,0,0,1,0,6,5,NA,non-essential,non-essential,No,NA,Yes,2.27,47.47248372,no,No
NDEL1,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,2.96,51.48779084,no,No
NEK6,0,0,0,0,1,1,NA,non-essential,non-essential,No,NA,Yes,4.62,42.30335086,no,No
NFE2,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,3.38,47.94646369,no,No
NFKBIL2,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,3.28,43.43349286,no,No
NGEF,0,0,0,0,1,1,NA,non-essential,non-essential,No,NA,Yes,5,42.70720093,no,No
NME7,0,0,1,0,0,3,NA,non-essential,non-essential,No,NA,Yes,4.53,48.00494827,no,No
NOC2L,0,0,0,1,6,1,NA,non-essential,non-essential,No,NA,Yes,3.35,50.07048529,no,No
NOSIP,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,4.72,46.22791064,no,No
NR1H2,0,0,1,0,0,2,NA,non-essential,non-essential,No,NA,Yes,3.8,46.68029939,no,No
NSUN5,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,3.45,47.83522406,no,No
NT5C3,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,4.68,50.19137147,no,No
NTAN1,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,3.61,50.41274623,no,No
NUDT11,0,0,0,0,4,1,NA,non-essential,non-essential,No,NA,Yes,5.42,48.58061577,no,No
NUDT16L1,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,4.65,52.0680065,no,No
NUDT22,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,4.1,48.32617528,no,No
NUDT4,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,4,46.63725325,no,No
NXF3,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,3.41,46.96282327,no,No
NXT2,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,4.5,47.94786169,no,No
ODF2,0,0,0,1,1,1,NA,non-essential,non-essential,No,NA,Yes,3.41,48.18490682,no,No
OGDHL,0,1,0,4,8,3,NA,non-essential,non-essential,No,NA,Yes,4.04,49.72203244,no,No
OGFR,0,0,0,1,0,1,NA,non-essential,non-essential,No,NA,Yes,4.44,47.68704186,no,No
OGG1,1,0,0,2,1,6,"Renal cell carcinoma, nonpapillary",non-essential,non-essential,No,NA,Yes,4.09,49.11044106,no,No
OPTN,3,3,63,26,17,89,Amyotrophic lateral sclerosis,non-essential,non-essential,No,NA,Yes,4.52,49.81812292,no,No
ORC4L,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,2.89,48.01822576,no,No
OSBPL2,0,0,4,12,12,20,"Deafness, autosomal dominant 67",non-essential,non-essential,No,NA,Yes,3.88,48.26259905,no,No
OTUD6B,3,2,3,5,0,10,"Intellectual developmental disorder with dysmorphic facies, seizures, and distal limb anomalies",non-essential,non-essential,No,NA,Yes,4.18,48.92670833,no,No
OTX1,0,0,0,0,2,2,NA,non-essential,non-essential,No,NA,Yes,4.01,45.4186248,no,No
PACSIN1,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,5.67,48.15822334,no,No
PAFAH1B3,0,0,0,1,0,4,NA,non-essential,non-essential,No,NA,Yes,5.6,50.31781476,no,No
PCBP4,0,0,0,1,0,1,NA,non-essential,non-essential,No,NA,Yes,3.67,41.84277983,no,No
PCGF5,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,2.1,45.03551518,no,No
PCTK1,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,3.01,49.89338402,no,No
PCTK2,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,3.7,48.62796447,no,No
PCTK3,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,4.91,46.53459493,no,No
PDLIM7,0,0,0,0,6,1,NA,non-essential,non-essential,No,NA,Yes,3.98,49.42573947,no,No
PDP2,0,0,1,0,0,4,NA,non-essential,non-essential,No,NA,Yes,3.95,47.77363662,no,No
PEX3,4,2,63,9,12,108,Peroxisome biogenesis disorder 10b,non-essential,non-essential,No,NA,Yes,4.85,46.73793214,no,No
PEX5,4,3,153,24,16,125,Peroxisome biogenesis disorders,non-essential,non-essential,No,NA,Yes,5.73,47.71465683,no,No
PHF1,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,3.67,46.09948638,no,No
PHF17,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,3.17,46.28999749,no,No
PHF20L1,0,0,0,0,1,1,NA,non-essential,non-essential,No,NA,Yes,4.59,45.81853111,no,No
PHKB,5,5,105,49,16,87,Glycogen storage disease IXb,non-essential,non-essential,No,NA,Yes,2,48.81238105,no,No
PHKG2,7,2,54,15,3,80,Glycogen storage disease IXc,non-essential,non-essential,No,NA,Yes,4.42,49.5085398,no,No
PHLDA1,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,4.69,46.3290999,no,No
PHLDA2,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,3.56,46.8437486,no,No
PHLDA3,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,2.98,47.25646212,no,No
PHLDB1,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,2.25,48.99809173,no,No
PHYH,9,7,42,18,5,113,Phytanic acid storage disease,non-essential,non-essential,No,NA,Yes,3.01,47.62284023,no,No
PIAS2,0,0,0,0,2,2,NA,non-essential,non-essential,No,NA,Yes,3.74,46.91035442,no,No
PIAS3,0,0,1,2,2,2,NA,non-essential,non-essential,No,NA,Yes,3.11,46.11505496,no,No
PIAS4,0,0,0,2,4,4,NA,non-essential,non-essential,No,NA,Yes,3.48,46.13655453,no,No
PIGX,0,0,2,0,0,4,NA,non-essential,non-essential,No,NA,Yes,2.06,49.25428756,no,No
PIK3AP1,0,0,55,34,18,5,NA,non-essential,non-essential,No,NA,Yes,2.93,47.66593004,no,No
PIK3R5,0,0,6,5,15,23,NA,non-essential,non-essential,No,NA,Yes,3.18,48.17523368,no,No
PIP5K1A,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,3.81,51.5138295,no,No
PIP5K3,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,3.91,49.25383521,no,No
PITPNC1,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,2.83,51.62034318,no,No
PITPNM1,0,0,0,2,4,1,NA,non-essential,non-essential,No,NA,Yes,3.3,49.10286113,no,No
PITRM1,0,0,1,17,14,6,NA,non-essential,non-essential,No,NA,Yes,3.57,49.48585083,no,No
PKNOX1,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,2.69,47.07224892,no,No
PLCB2,0,0,0,4,3,1,NA,non-essential,non-essential,No,NA,Yes,2.44,48.68825405,no,No
PLCXD1,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,2.9,46.17990951,no,No
PLEKHF2,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,Yes,4.24,49.02393333,no,No
PLEKHG2,1,0,5,39,22,18,NA,non-essential,non-essential,No,NA,Yes,3.51,43.39146182,no,No
