Unnamed: 0,GeneSymbol,#AlleleID,GeneID,HGNC_ID,PhenotypeIDS,PhenotypeList,Origin,OriginSimple,Assembly,ChromosomeAccession,Chromosome,Cytogenetic,TestedInGTR,SCVsForAggregateSomaticClinicalImpact,Entry,Protein names,Gene Names,Length,Ensembl,Subcellular location [CC],Synonyms,secreted,cytoplasmic,nuclear,class,Benign,Benign; association,Conflicting classifications of pathogenicity,Conflicting classifications of pathogenicity; association,Likely benign,Likely benign; association,Likely pathogenic,Likely pathogenic; Affects,Likely pathogenic; association,Pathogenic,Pathogenic/Likely pathogenic; association,Uncertain significance,Uncertain significance; Affects,Mislocalized,Mislocalization phenotype,is_Toxic_Gene,Disease,B_cell,T_cell,HAP1,Known_complex,ComplexName,GFP_tagged,GFP_score,meltPoint,Stable,Secreted,tagged_terminus,Main location,Additional location,location_feasible
1746,ITPA,214744,3704,HGNC:6176,"MONDO:MONDO:0014719,MedGen:C4225256,OMIM:616647,Orphanet:457375|MONDO:MONDO:0013461,MedGen:C0342800,OMIM:613850||MedGen:C3661900","Developmental and epileptic encephalopathy, 35|Inosine triphosphatase deficiency|ITPA-related disorder|not provided",germline,germline,GRCh38,NC_000020.11,20,20p13,N,-,Q9BY32,Inosine triphosphate pyrophosphatase (ITPase) (Inosine triphosphatase) (EC 3.6.1.9) (Non-canonical purine NTP pyrophosphatase) (Non-standard purine NTP pyrophosphatase) (Nucleoside-triphosphate diphosphatase) (Nucleoside-triphosphate pyrophosphatase) (NTPase) (Putative oncogene protein hlc14-06-p),ITPA C20orf37 My049 OK/SW-cl.9,194.0,ENST00000380113.8 [Q9BY32-1];ENST00000399838.3 [Q9BY32-3];ENST00000455664.6 [Q9BY32-2];,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_03148, ECO:0000269|PubMed:11278832}.",C20orf37 My049 OK/SW-cl.9,no,yes,no,cytoplasmic,1,0,3,0,3,0,2,0,0,0,0,92,0,,,False,"Epileptic encephalopathy, early infantile, 35",non-essential,Non-essential,non-essential,No,,Yes,4.51,63.37366296,yes,No,,Cytosol;Nucleoplasm,,True
1748,IVD,18602,3712,HGNC:6186,"MedGen:C4017056|MedGen:C3661900|MONDO:MONDO:0009475,MedGen:C0268575,OMIM:243500,Orphanet:33","Isovaleric acidemia, type I|not provided|Isovaleryl-CoA dehydrogenase deficiency",germline;unknown,germline,GRCh38,NC_000015.10,15,15q15.1,N,-,P26440,"Isovaleryl-CoA dehydrogenase, mitochondrial (IVD) (EC 1.3.8.4) (Butyryl-CoA dehydrogenase) (EC 1.3.8.1)",IVD,426.0,ENST00000650656.1 [P26440-2];ENST00000651168.1 [P26440-1];,SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000250|UniProtKB:P12007}.,,no,yes,no,cytoplasmic,1,0,22,0,2,0,42,0,0,3,0,126,0,,,False,Isovaleryl-CoA dehydrogenase deficiency,non-essential,Non-essential,non-essential,No,,No,,53.25434815,yes,No,,Mitochondria,Nucleoplasm,True
1749,IYD,15776,389434,HGNC:21071,"MONDO:MONDO:0010136,MedGen:C0342195,OMIM:274800,Orphanet:95716|",Iodotyrosine deiodination defect|IYD-related disorder,germline,germline,GRCh38,NC_000006.12,6,6q25.1,N,-,Q6PHW0,Iodotyrosine deiodinase 1 (IYD-1) (EC 1.21.1.1) (Iodotyrosine dehalogenase 1),IYD C6orf71 DEHAL1,289.0,ENST00000229447.9 [Q6PHW0-4];ENST00000344419.8 [Q6PHW0-1];ENST00000367335.7 [Q6PHW0-3];ENST00000392256.6 [Q6PHW0-3];,SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:15289438}; Single-pass membrane protein {ECO:0000269|PubMed:15289438}. Cytoplasmic vesicle membrane {ECO:0000269|PubMed:15289438}.,C6orf71 DEHAL1,no,yes,no,cytoplasmic,4,0,1,0,4,0,3,0,0,1,0,34,0,,,False,Iodotyrosine deiodination defect,non-essential,Non-essential,non-essential,No,,No,,,,No,,Plasma membrane,,False
1752,JAGN1,165912,84522,HGNC:26926,"MONDO:MONDO:0014456,MedGen:C4014954,OMIM:616022,Orphanet:423384|MONDO:MONDO:0018542,MedGen:C1853118,OMIM:PS202700,Orphanet:42738|MedGen:C3661900",Autosomal recessive severe congenital neutropenia due to JAGN1 deficiency|Severe congenital neutropenia|not provided,biparental;germline,germline,GRCh38,NC_000003.12,3,3p25.3,N,-,Q8N5M9,Protein jagunal homolog 1,JAGN1,183.0,ENST00000647897.1;,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:25129144}; Multi-pass membrane protein {ECO:0000255}.,,no,yes,no,cytoplasmic,2,0,7,0,1,0,0,0,0,1,0,64,0,,,False,"Severe congenital neutropenia 6, autosomal recessive",non-essential,Non-essential,non-essential,No,,No,,63.83058787,yes,No,,Vesicles,,False
1756,JAM2,1248114,58494,HGNC:14686,MedGen:C3661900,not provided,germline,germline,GRCh38,NC_000021.9,21,21q21.3,N,-,P57087,Junctional adhesion molecule B (JAM-B) (Junctional adhesion molecule 2) (JAM-2) (Vascular endothelial junction-associated molecule) (VE-JAM) (CD antigen CD322),JAM2 C21orf43 VEJAM UNQ219/PRO245,298.0,ENST00000312957.9 [P57087-2];ENST00000400532.5 [P57087-3];ENST00000480456.6 [P57087-1];,"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:10779521, ECO:0000269|PubMed:11590146, ECO:0000269|PubMed:31851307}; Single-pass type I membrane protein {ECO:0000269|PubMed:10779521, ECO:0000269|PubMed:11590146}. Cell junction {ECO:0000269|PubMed:10779521, ECO:0000269|PubMed:10945976}. Cell junction, tight junction {ECO:0000250|UniProtKB:Q9JI59}. Note=Localized at tight junctions of both epithelial and endothelial cells (By similarity). Specifically localized within the somatodendritic compartment of neurons and excluded from the axon (By similarity). {ECO:0000250|UniProtKB:Q9JI59}.",C21orf43 VEJAM UNQ219/PRO245,no,yes,no,cytoplasmic,2,0,0,0,1,0,0,0,0,0,0,28,0,,,False,"BASAL GANGLIA CALCIFICATION, IDIOPATHIC, 8, AUTOSOMAL RECESSIVE",non-essential,Non-essential,non-essential,No,,No,,,,No,,Plasma membrane,Nucleoplasm,True
1757,JAM3,50320,83700,HGNC:15532,"MONDO:MONDO:0013394,MedGen:C3151000,OMIM:613730,Orphanet:306547",Porencephaly-microcephaly-bilateral congenital cataract syndrome,germline,germline,GRCh38,NC_000011.10,11,11q25,N,-,Q9BX67,Junctional adhesion molecule C (JAM-C) (JAM-2) (Junctional adhesion molecule 3) (JAM-3) [Cleaved into: Soluble form of JAM-C (sJAM-C)],JAM3 UNQ859/PRO1868,310.0,ENST00000299106.9 [Q9BX67-1];ENST00000441717.3 [Q9BX67-2];,"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:11590146, ECO:0000269|PubMed:12208882, ECO:0000269|PubMed:15994945, ECO:0000269|PubMed:23255084, ECO:0000269|PubMed:28196865}; Single-pass type I membrane protein {ECO:0000305|PubMed:11590146}. Cell junction {ECO:0000269|PubMed:15994945}. Cell junction, desmosome {ECO:0000269|PubMed:15194813}. Cell junction, tight junction {ECO:0000269|PubMed:28196865}. Note=Detected in the acrosome region in developing spermatids (By similarity). In epithelial cells, it is expressed at desmosomes but not at tight junctions (PubMed:15194813). Localizes at the cell surface of endothelial cells; treatment of endothelial cells with vascular endothelial growth factor stimulates recruitment of JAM3 to cell-cell contacts (PubMed:15994945). {ECO:0000250|UniProtKB:Q9D8B7}.; SUBCELLULAR LOCATION: [Soluble form of JAM-C]: Secreted {ECO:0000269|PubMed:20592283}.",UNQ859/PRO1868,yes,yes,no,secreted,1,0,2,0,4,0,2,0,0,2,0,67,0,,,False,"Hemorrhagic destruction of the brain, subependymal calcification, and cataracts",non-essential,Non-essential,non-essential,No,,No,,63.36600072,yes,Yes,,Golgi apparatus,,False
1764,KAT5,1325622,10524,HGNC:5275,MedGen:C3661900,not provided,germline,germline,GRCh38,NC_000011.10,11,11q13.1,N,-,Q92993,Histone acetyltransferase KAT5 (EC 2.3.1.48) (60 kDa Tat-interactive protein) (Tip60) (Histone acetyltransferase HTATIP) (HIV-1 Tat interactive protein) (Lysine acetyltransferase 5) (Protein 2-hydroxyisobutyryltransferase KAT5) (EC 2.3.1.-) (Protein acetyltransferase KAT5) (EC 2.3.1.-) (Protein crotonyltransferase KAT5) (EC 2.3.1.-) (Protein lactyltransferase KAT5) (EC 2.3.1.-) (cPLA(2)-interacting protein),KAT5 HTATIP TIP60,513.0,ENST00000341318.9 [Q92993-3];ENST00000352980.8 [Q92993-2];ENST00000377046.7 [Q92993-1];ENST00000530446.5 [Q92993-4];,"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:11262386, ECO:0000269|PubMed:11416127, ECO:0000269|PubMed:12551922, ECO:0000269|PubMed:17360565, ECO:0000269|PubMed:17704809, ECO:0000269|PubMed:17996965, ECO:0000269|PubMed:25301942, ECO:0000269|PubMed:33938178}. Chromosome {ECO:0000269|PubMed:25560918, ECO:0000269|PubMed:27153538, ECO:0000269|PubMed:29335245, ECO:0000269|PubMed:33076429}. Cytoplasm {ECO:0000269|PubMed:25301942}. Chromosome, centromere, kinetochore {ECO:0000269|PubMed:26829474}. Cytoplasm, cytoskeleton, spindle pole {ECO:0000269|PubMed:34608293}. Nucleus, nucleolus {ECO:0000269|PubMed:16387653}. Cytoplasm, perinuclear region {ECO:0000269|PubMed:11262386}. Note=Upon stimulation with EDN1, it is exported from the nucleus to the perinuclear region and UV irradiation induces translocation into punctuate subnuclear structures named nuclear bodies (PubMed:11262386). Transiently localizes to kinetochores in early mitosis (PubMed:26829474). Localizes to spindle poles when chromosomes align during metaphase (PubMed:34608293). Localizes in the cytoplasm and nucleus of round spermatids (By similarity). {ECO:0000250|UniProtKB:Q8CHK4, ECO:0000269|PubMed:11262386, ECO:0000269|PubMed:26829474, ECO:0000269|PubMed:34608293}.; SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:37478852}. Note=(Microbial infection) Relocalizes from the nucleus to zika virus replication complexes in the cytoplasm. {ECO:0000269|PubMed:37478852}.",HTATIP TIP60,no,yes,yes,SGE,0,0,1,0,2,0,1,0,0,0,0,44,0,,,False,,non-essential,Essential,Essential,Yes,NuA4/Tip60 HAT complex,No,,47.34557615,no,No,,Nucleoplasm,Cytosol;Vesicles,True
1767,KAT8,964726,84148,HGNC:17933,"MONDO:MONDO:0033547,MedGen:C5436525,OMIM:618974|MeSH:D030342,MedGen:C0950123",Li-Ghorbani-Weisz-Hubshman syndrome|Inborn genetic diseases,germline,germline,GRCh38,NC_000016.10,16,16p11.2,N,-,Q9H7Z6,"Histone acetyltransferase KAT8 (EC 2.3.1.48) (Lysine acetyltransferase 8) (MOZ, YBF2/SAS3, SAS2 and TIP60 protein 1) (MYST-1) (Males-absent on the first protein homolog) (hMOF) (Protein acetyltransferase KAT8) (EC 2.3.1.-) (Protein propionyltransferase KAT8) (EC 2.3.1.-)",KAT8 MOF MYST1 PP7073,458.0,ENST00000219797.9 [Q9H7Z6-1];ENST00000448516.6 [Q9H7Z6-2];ENST00000543774.6 [Q9H7Z6-1];,"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:10786633, ECO:0000269|PubMed:20018852, ECO:0000269|PubMed:27768893, ECO:0000269|PubMed:28991411, ECO:0000269|PubMed:31794431}. Chromosome {ECO:0000269|PubMed:33657400, ECO:0000305|PubMed:10786633}. Mitochondrion {ECO:0000269|PubMed:27768893}. Note=Translocated into the nucleus via its association with importin-alpha-1 (KPNA2) (PubMed:28991411). As part of the NSL complex, associates with the proximal part of promoters and transcription start sites (PubMed:33657400). As part of the MSL complex, associates with gene bodies (By similarity). Also localizes to mitochondria; associates with mitochondrial DNA and regulates mitochondrial gene expression (PubMed:27768893). {ECO:0000250|UniProtKB:Q9D1P2, ECO:0000269|PubMed:27768893, ECO:0000269|PubMed:28991411, ECO:0000269|PubMed:33657400}.",MOF MYST1 PP7073,no,yes,yes,SGE,0,0,0,0,2,0,3,0,0,2,0,64,0,,,False,LI-GHORBANI-WEISZ-HUBSHMAN SYNDROME,Essential,Non-essential,Essential,Yes,MOF complex,No,,48.7810264,no,No,,Nucleoplasm,,True
1770,KBTBD13,40018,390594,HGNC:37227,"MONDO:MONDO:0012237,MedGen:C1836472,OMIM:609273,Orphanet:171439",Nemaline myopathy 6,germline,germline,GRCh38,NC_000015.10,15,15q22.31,N,-,C9JR72,Kelch repeat and BTB domain-containing protein 13,KBTBD13,458.0,ENST00000432196.5;,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:21109227, ECO:0000269|PubMed:22542517}.",,no,yes,no,cytoplasmic,20,0,35,0,36,0,2,0,0,1,0,300,0,,,False,Nemaline myopathy 6,non-essential,Non-essential,non-essential,No,,No,,,,No,,,,False
1771,KCNA1,28521,3736,HGNC:6218,"MONDO:MONDO:0008047,MedGen:C1719788,OMIM:160120,Orphanet:37612,Orphanet:972|MeSH:D030342,MedGen:C0950123",Episodic ataxia type 1|Inborn genetic diseases,germline,germline,GRCh38,NC_000012.12,12,12p13.32,N,-,Q09470,Potassium voltage-gated channel subfamily A member 1 (Voltage-gated K(+) channel HuKI) (Voltage-gated potassium channel HBK1) (Voltage-gated potassium channel subunit Kv1.1),KCNA1,495.0,ENST00000382545.5;,"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:12077175, ECO:0000269|PubMed:15837928, ECO:0000269|PubMed:17136396, ECO:0000269|PubMed:17156368, ECO:0000269|PubMed:19307729, ECO:0000269|PubMed:19903818, ECO:0000269|PubMed:19912772, ECO:0000269|PubMed:19968958, ECO:0000269|PubMed:23903368}; Multi-pass membrane protein {ECO:0000305}. Membrane {ECO:0000269|PubMed:11086297}. Cell projection, axon {ECO:0000269|PubMed:11086297}. Cytoplasmic vesicle {ECO:0000269|PubMed:23774215}. Perikaryon {ECO:0000250|UniProtKB:P10499}. Endoplasmic reticulum {ECO:0000250|UniProtKB:P10499}. Cell projection, dendrite {ECO:0000250|UniProtKB:P16388}. Cell junction {ECO:0000250|UniProtKB:P16388}. Synapse {ECO:0000250|UniProtKB:P16388}. Presynaptic cell membrane {ECO:0000250|UniProtKB:P10499}. Presynapse {ECO:0000250|UniProtKB:P16388}. Note=Homotetrameric KCNA1 is primarily located in the endoplasmic reticulum. Interaction with KCNA2 and KCNAB2 or with KCNA4 and KCNAB2 promotes expression at the cell membrane (By similarity). {ECO:0000250|UniProtKB:P10499, ECO:0000250|UniProtKB:P16388}.",,no,yes,no,cytoplasmic,1,0,9,0,3,0,17,0,0,14,0,266,0,0.0,,False,Episodic ataxia type 1,non-essential,Non-essential,non-essential,Yes,"Potassium channel complex (KCNA1, KCNA2, KCNAB2)",No,,,,No,,,,False
1772,KCNA2,188152,3737,HGNC:6220,"MONDO:MONDO:0014607,MedGen:C4225350,OMIM:616366,Orphanet:442835|MedGen:C3661900|MeSH:D030342,MedGen:C0950123|Human Phenotype Ontology:HP:0001250,Human Phenotype Ontology:HP:0001275,Human Phenotype Ontology:HP:0001303,Human Phenotype Ontology:HP:0002125,Human Phenotype Ontology:HP:0002182,Human Phenotype Ontology:HP:0002279,Human Phenotype Ontology:HP:0002306,Human Phenotype Ontology:HP:0002348,Human Phenotype Ontology:HP:0002391,Human Phenotype Ontology:HP:0002417,Human Phenotype Ontology:HP:0002430,Human Phenotype Ontology:HP:0002431,Human Phenotype Ontology:HP:0002432,Human Phenotype Ontology:HP:0002434,Human Phenotype Ontology:HP:0002437,Human Phenotype Ontology:HP:0002466,Human Phenotype Ontology:HP:0002479,Human Phenotype Ontology:HP:0002794,Human Phenotype Ontology:HP:0006997,Human Phenotype Ontology:HP:0010520,MedGen:C0036572","Developmental and epileptic encephalopathy, 32|not provided|Inborn genetic diseases|Seizure",de novo;germline;unknown,germline,GRCh38,NC_000001.11,1,1p13.3,N,-,P16389,Potassium voltage-gated channel subfamily A member 2 (NGK1) (Voltage-gated K(+) channel HuKIV) (Voltage-gated potassium channel HBK5) (Voltage-gated potassium channel subunit Kv1.2),KCNA2,499.0,ENST00000316361.10 [P16389-1];ENST00000369770.7 [P16389-2];ENST00000485317.6 [P16389-1];ENST00000633222.1 [P16389-1];ENST00000638532.1 [P16389-1];ENST00000638616.2 [P16389-1];ENST00000675391.1 [P16389-1];,"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:11211111, ECO:0000269|PubMed:19912772, ECO:0000269|PubMed:20220134, ECO:0000269|PubMed:23769686, ECO:0000269|PubMed:32833227, ECO:0000269|PubMed:35439054, ECO:0000269|PubMed:37883018, ECO:0000269|PubMed:8495559}; Multi-pass membrane protein {ECO:0000250|UniProtKB:P63142, ECO:0000305}. Membrane {ECO:0000250|UniProtKB:P63142}. Cell projection, axon {ECO:0000269|PubMed:16473933}. Synapse {ECO:0000250|UniProtKB:P63142}. Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:P63142}. Cell projection, lamellipodium membrane {ECO:0000250|UniProtKB:P63142}. Synapse, synaptosome {ECO:0000250|UniProtKB:P63141}. Presynaptic cell membrane {ECO:0000250|UniProtKB:P63141}. Cell projection, dendrite {ECO:0000250|UniProtKB:P63141}. Cell junction, paranodal septate junction {ECO:0000250|UniProtKB:P63141}. Note=KCNA2 by itself is detected both at the endoplasmic reticulum and at the cell membrane. Coexpression with KCNA4 or with beta subunits promotes expression at the cell membrane. Coexpression with KCNA1 inhibits cell surface expression. In myelinated peripheral axons, clustered in the juxtaparadonal region and at an internodal line located along the mesaxon and below the Schmidt-Lanterman incisures (By similarity). {ECO:0000250|UniProtKB:P63141, ECO:0000250|UniProtKB:P63142}.",,no,yes,no,cytoplasmic,0,0,10,0,12,0,25,0,0,17,0,238,0,,,False,"Epileptic encephalopathy, early infantile, 32",non-essential,Non-essential,non-essential,Yes,"Potassium channel complex (KCNA1, KCNA2, KCNAB2)",No,,,,No,,,,False
1775,KCNC1,172192,3746,HGNC:6233,"MONDO:MONDO:0014521,MedGen:C4015420,OMIM:616187,Orphanet:435438|MedGen:C3661900|MeSH:D030342,MedGen:C0950123",Progressive myoclonic epilepsy type 7|not provided|Inborn genetic diseases,germline;unknown,germline,GRCh38,NC_000011.10,11,11p15.1,N,-,P48547,Voltage-gated potassium channel KCNC1 (NGK2) (Potassium voltage-gated channel subfamily C member 1) (Voltage-gated potassium channel subunit Kv3.1) (Voltage-gated potassium channel subunit Kv4),KCNC1,511.0,ENST00000265969.8 [P48547-2];ENST00000379472.4 [P48547-1];ENST00000640909.2 [P48547-2];,"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:25401298}; Multi-pass membrane protein {ECO:0000255}. Cell projection, axon {ECO:0000250|UniProtKB:P25122}. Presynaptic cell membrane {ECO:0000250|UniProtKB:P25122}. Note=Localizes in parallel fiber membranes, distributed on the perisynaptic and extrasynaptic membranes away from the active zones. {ECO:0000250|UniProtKB:P25122}.",,no,yes,no,cytoplasmic,0,0,11,0,6,0,13,0,0,1,0,220,0,,,False,"Epilepsy, progressive myoclonic 7",non-essential,Non-essential,non-essential,No,,No,,,,No,,Nuclear membrane;Nucleoplasm,Cytosol;Vesicles,True
1779,KCNE1,28516,3753,HGNC:6240,"MONDO:MONDO:0012871,MedGen:C2676723,OMIM:612347,Orphanet:768,Orphanet:90647|MONDO:MONDO:0019171,MedGen:C1141890,OMIM:PS192500,Orphanet:101016,Orphanet:768|MONDO:MONDO:0013372,MedGen:C1867904,OMIM:613695,Orphanet:101016,Orphanet:768|MedGen:CN169374|MONDO:MONDO:0024540,MedGen:C4551509,OMIM:220400,Orphanet:768,Orphanet:90647|MedGen:C3661900|MedGen:CN230736|MONDO:MONDO:0002442,MeSH:D008133,MedGen:C0023976|MONDO:MONDO:0002441,MedGen:C0022387,OMIM:PS220400,Orphanet:90647|MONDO:MONDO:0016587,MeSH:D019571,MedGen:C0349788,Orphanet:247",Jervell and Lange-Nielsen syndrome 2|Congenital long QT syndrome|Long QT syndrome 5|not specified|Jervell and Lange-Nielsen syndrome 1|not provided|Cardiovascular phenotype|Long QT syndrome|Jervell and Lange-Nielsen syndrome|Arrhythmogenic right ventricular cardiomyopathy,germline;not applicable;paternal;unknown,germline,GRCh38,NC_000021.9,21,21q22.12,N,-,P15382,Potassium voltage-gated channel subfamily E member 1 (Delayed rectifier potassium channel subunit IsK) (IKs producing slow voltage-gated potassium channel subunit beta Mink) (Minimal potassium channel) (MinK),KCNE1,129.0,ENST00000337385.7;ENST00000399284.1;ENST00000399286.3;ENST00000399289.7;ENST00000416357.6;ENST00000432085.5;ENST00000611936.1;ENST00000621601.4;,"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:19219384}; Single-pass type I membrane protein {ECO:0000305}. Apical cell membrane {ECO:0000250|UniProtKB:P15383}. Membrane raft {ECO:0000269|PubMed:20533308}. Note=Colocalizes with KCNB1 at the plasma membrane (By similarity). Targets to the membrane raft when associated with KCNQ1 (PubMed:20533308). {ECO:0000250|UniProtKB:P15383, ECO:0000269|PubMed:20533308}.",,no,yes,no,cytoplasmic,1,0,21,0,2,0,1,0,0,2,0,104,0,0.0,,False,Jervell and Lange-Nielsen syndrome 2,non-essential,Non-essential,non-essential,No,,Yes,1.62,,,No,,,,False
1783,KCNJ1,24194,3758,HGNC:6255,"MONDO:MONDO:0009424,MedGen:C1855849,OMIM:241200,Orphanet:112,Orphanet:620220|MedGen:C3661900",Bartter disease type 2|not provided,germline,germline,GRCh38,NC_000011.10,11,11q24.3,N,-,P48048,"ATP-sensitive inward rectifier potassium channel 1 (ATP-regulated potassium channel ROM-K) (Inward rectifier K(+) channel Kir1.1) (Potassium channel, inwardly rectifying subfamily J member 1)",KCNJ1 ROMK1,391.0,ENST00000324036.7 [P48048-2];ENST00000392664.2 [P48048-1];ENST00000392665.6 [P48048-2];ENST00000392666.6 [P48048-2];ENST00000440599.6 [P48048-2];,"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:12684516, ECO:0000269|PubMed:16357011}; Multi-pass membrane protein {ECO:0000255}. Note=Phosphorylation at Ser-44 by SGK1 is necessary for its expression at the cell membrane. {ECO:0000269|PubMed:12684516}.",ROMK1,no,yes,no,cytoplasmic,0,0,8,0,3,0,23,0,0,5,0,103,0,0.0,,False,"Bartter syndrome, type 2, antenatal",non-essential,Non-essential,non-essential,No,,No,,,,No,,,,False
1784,KCNJ10,22505,3766,HGNC:6256,"MONDO:MONDO:0013005,MedGen:C2748572,OMIM:612780,Orphanet:199343|MONDO:MONDO:0010933,MedGen:C3538946,OMIM:600791,Orphanet:90636;MONDO:MONDO:0010134,MedGen:C0271829,OMIM:274600,Orphanet:705;MONDO:MONDO:0013005,MedGen:C2748572,OMIM:612780,Orphanet:199343|MedGen:C3661900",EAST syndrome|Autosomal recessive nonsyndromic hearing loss 4;Pendred syndrome;EAST syndrome|not provided,germline;unknown,germline,GRCh38,NC_000001.11,1,1q23.2,N,-,P78508,"ATP-sensitive inward rectifier potassium channel 10 (ATP-dependent inwardly rectifying potassium channel Kir4.1) (Inward rectifier K(+) channel Kir1.2) (Potassium channel, inwardly rectifying subfamily J member 10)",KCNJ10,379.0,ENST00000638728.1;ENST00000638868.1;ENST00000644903.1;,"SUBCELLULAR LOCATION: Membrane {ECO:0000269|PubMed:24561201}; Multi-pass membrane protein. Basolateral cell membrane {ECO:0000269|PubMed:24561201}. Note=In kidney distal convoluted tubules, located in the basolateral membrane where it colocalizes with KCNJ16. {ECO:0000269|PubMed:24561201}.",,no,yes,no,cytoplasmic,0,0,21,0,1,0,8,0,0,2,0,173,0,0.0,,False,Pendred syndrome,non-essential,Non-essential,non-essential,Yes,"HEPACAM-MLC1-Na,K-ATPase-Kir4.1-AQP4-TRPV4 complex",Yes,2.03,,,No,,,,False
1785,KCNJ11,23704,3767,HGNC:6257,"MONDO:MONDO:0011153,MedGen:C2931833,OMIM:601820,Orphanet:276580,Orphanet:276603|Human Phenotype Ontology:HP:0004904,MONDO:MONDO:0018911,MedGen:C0342276,OMIM:606391,Orphanet:552|MedGen:C3661900","Hyperinsulinemic hypoglycemia, familial, 2|Maturity onset diabetes mellitus in young|not provided",germline;paternal;somatic,germline/somatic,GRCh38,NC_000011.10,11,11p15.1,N,-,Q14654,"ATP-sensitive inward rectifier potassium channel 11 (IKATP) (Inward rectifier K(+) channel Kir6.2) (Potassium channel, inwardly rectifying subfamily J member 11)",KCNJ11,390.0,ENST00000339994.5 [Q14654-1];ENST00000528731.1 [Q14654-2];ENST00000682350.1 [Q14654-2];ENST00000682764.1 [Q14654-2];,SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.,,no,yes,no,cytoplasmic,7,0,47,0,3,0,24,0,0,11,0,156,0,0.0,,False,Permanent neonatal diabetes mellitus,non-essential,Non-essential,non-essential,No,,No,,,,No,,,,False
1786,KCNJ13,21624,3769,HGNC:6259,"Human Phenotype Ontology:HP:0011533,MONDO:MONDO:0008663,MedGen:C1860405,OMIM:193230,Orphanet:91496|MedGen:C3661900",Snowflake vitreoretinal degeneration|not provided,germline,germline,GRCh38,NC_000002.12,2,2q37.1,N,-,O60928,"Inward rectifier potassium channel 13 (Inward rectifier K(+) channel Kir7.1) (Potassium channel, inwardly rectifying subfamily J member 13)",KCNJ13,360.0,ENST00000233826.4 [O60928-1];ENST00000409779.1 [O60928-2];ENST00000410029.1 [O60928-1];,SUBCELLULAR LOCATION: Membrane {ECO:0000255}; Multi-pass membrane protein {ECO:0000255}. Cell membrane {ECO:0000250|UniProtKB:P86046}.,,no,yes,no,cytoplasmic,0,0,2,0,1,0,3,0,0,1,0,110,0,0.0,,False,Snowflake vitreoretinal degeneration,non-essential,Non-essential,non-essential,No,,Yes,2.19,,,No,,Nuclear membrane,Plasma membrane,True
